title,type,text
,,
"Himachal Pradesh: Clear stand on regularizing illegal structures: Congress | Shimla News - Times of India
			",timesofindia," Senior Congress leader and former urban development minister Sudhir Sharma on Tuesday asked CM Jai Ram Thakur-led BJP government to clear his stand on regularizing unauthorized structures in the state. SHIMLA: Senior leader and former urban development minister on Tuesday asked CM Jai Ram Thakur-led government to clear his stand on regularizing unauthorized structures in the state. He said that on December 22, 2017, the high court had set aside a law brought by the previous Congress regime to regularize illegal structures but till date the BJP government had not challenged the decision in the Supreme Court.     Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"RSS moots new mantra for cow protection | Lucknow News - Times of India
			",timesofindia," BJP's ideological fountain head, the RSS, is initiating a new cow protection narrative by calling upon its functionaries to organize a 16-day religious programme in the name of cows in various temples across the country. LUCKNOW: 's ideological fountain head, the RSS, is initiating a new cow protection narrative by calling upon its functionaries to organize a 16-day religious programme in the name of cows in various temples across the country. Shankar Lal, chief of Akhil Bharatiya Gau Sewa, an RSS wing, has issued instructions to Sangh workers through a video saying that the event from March 31 till April 15 will be a 'Mahayagya' in which people would chant a special 'Gau Mantra' in Sanskrit - ' Gau Jan Rashtra Jagat Hitayche"" - so that the 'bhaav' (feeling) for cow protection is instilled in them.  At the event, RSS functionaries will also organise exhibitions where information about cow protection would be disseminated, said Lal.  An RSS funtionary in Lucknow, on the condition of anonymity, told TOI that a similar exercise would be organised in 'gaushalas' (cow sheds) and other 'pavitra' (pious) places where people will take a pledge to protect cows. ""This is like the programme of chanting ' mantras' during the Ram temple movement,"" he said, drawing parallel to the programme organised by in 2002 when members of right wing organisations were asked to mobilize people to chant mantras.  Sangh's renewed vigour vis-a-vis cow protection, comes months after several incidents of mob lynching and murder of people by self-styled cow vigilante groups over rumours of cow slaughter, became a critical point of political stand-off between ruling BJP and opposition. The attacks left BJP and RSS on a back foot with PM calling cow vigilantes as anti-social elements taking law in their hands. RSS chief had urged that while protecting cows nothing should be done that hurts the belief of some people.  Nevertheless, after storming to power in Uttar Pradesh last year, BJP government announced setting up of ' Gau Shalas' in all districts of the state.     Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"Karnataka election 2018: Karnataka election 2018: BJP gears up for attack on last major Congress bastion | Bengaluru News - Times of India
			",timesofindia," The bell has rung for another BJP-Congress faceoff with the Election Commission announcing a one-day poll in Karnataka on May 12. The contest is seen as a quarterfinal ahead of the assembly polls in Madhya Pradesh, Rajasthan and Chhattisgarh later this year, and the Lok Sabha elections next year. NEW DELHI/BENGALURU: The bell has rung for another BJP-Congress faceoff with the Election Commission announcing a one-day poll in Karnataka on May 12. The contest is seen as a quarterfinal ahead of the assembly polls in Madhya Pradesh, Rajasthan and Chhattisgarh later this year, and the Lok Sabha elections next year. The poll — the results of which will be announced on May 15 — is already heated with BJP and Congress keenly aware of the importance of the prize.   A loss will rob the Congress of one of two major states it is in office; the BJP needs a win to regain the momentum it lost after SP and BSP came together to win two prestigious UP bypolls despite a saffron victory in Tripura.  Karnataka is important for the BJP as a success here will mark a re-entry in the south by regaining a state it lost to the Congress five years ago after a rebellion by its senior leader BS Yeddyurappa. In a turn of events, Yeddyurappa, who returned to the BJP ahead of the 2014 Lok Sabha polls, is leading the party campaign, while the party will bank on PM Modi as its mascot.  Newly installed Congress chief Rahul Gandhi is campaigning hard and the stakes are high for him as the party needs to prove its success in running BJP close in Gujarat was not a flash in the pan due to prolonged incumbency of a saffron government. CM Siddaramaiah has raised the stakes by declaring the contest as one between “communalism and secularism”.  Karnataka will yet again test the Congress’s ability to take on the BJP as the record has favoured the saffronites since Modi became PM. As of now, Punjab is the only other major state it holds and retaining Karnataka is crucial to the Congress’s claim to being the main anti-BJP force and Rahul’s credentials as the primary challenger to Modi.  In Karnataka, the battleground issues are a medley of governance gripes, Hindutva, caste combinations and minority wooing. The BJP has accused Siddaramaiah of seeking to divide Hindu society by proposing to identify Lingayats as a separate religious minority though the Congress claims it is a legitimate demand of the community. The state government’s decision to celebrate Tipu Sultan Jayanti has resulted in a political scrum, with the BJP accusing Congress of another divisive move and the secular-communal faultline heating up.  The BJP is looking to a Hindutva consolidation to counter the caste combinations that Siddaramaiah is relying on. The CM, an OBC, is looking to leverage the backward vote in his favour. The move to declare Lingayats as a religious minority is a serious challenge for BJP and the party is hoping Yeddyurappa’s credentials as the leader from the community will prevent votes from drifting away from the party.     Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"​Whistleblower Christopher Wylie: BJP-Congress slugfest over data leak intensifies after Christopher Wylie revelation | India News - Times of India
			",timesofindia," The BJP-Congress word war over data leak intensified on Tuesday after whistleblower Christopher Wylie told a British parliamentary panel that data mining firm Cambridge Analytica had worked with Congress in India, prompting the saffron party to immediately seek apology from its president Rahul Gandhi. Whistleblower Christopher Wylie NEW DELHI: The BJP-Congress word war over data leak intensified on Tuesday after whistleblower Christopher Wylie told a British parliamentary panel that data mining firm had worked with in India, prompting the saffron party to immediately seek apology from its president .  ""Today the whistleblower Christopher Wylie has confirmed Cambridge Analytica worked with Congress. This has exposed Rahul Gandhi who was denying all along. Congress and Gandhi must now apologise,"" Union IT and law minister told reporters.  ""This vindicates what we have been saying from day one. Rahul Gandhi has been trying to divert attention all these while,"" he said.  Congress challenged the Modi government to lodge an FIR against Cambridge Analytica and Facebook and work on the evidence that it gets, denying that it ever hired the controversial data mining firm for elections.  Responding to the row triggered by statements of the whistleblower in CA case in London, AICC spokesman said there was no truth in his claims that Congress had hired the company.  ""An Indian citizen who was partner in OBI, Indian partner of CA, , made a sensational disclosure that CA was hired by an NRI businessman in US to bring down the Congress government in 2014 by spreading misnformation and false surveys. But our perpetually lying law minister Ravi Shankar Prasad hid behind a bush and did not come forward to respond to the questions raised by Rai. It is preposterous to assume that a company that was being used by an NRI to bring down the Congress would be used by Congress in elections,"" Surjewala said.  Prasad dismissed Congress' allegation that BJP had used the firm's services, calling it a ""pack of lies"".  ""Congress has had no truck with CA, never hired its services. BJP needs to answer who was this NRI who hired CA in the run-up to 2014 polls to bring down the Congress government,"" Surjewala said.   In Video:   Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"amit shah: Who ran most corrupt govt? Yeddyurappa, says Amit Shah | India News - Times of India
			",timesofindia," Interacting with the media during a tour of Lingayat and Dalit mutts in central Karnataka, Shah began making allegations against the Siddaramaiah government. ""Recently, a retired Supreme Court judge said if ever there was a competition for the most corrupt government, then the Yeddyurappa government will get number one..."" he said, shocking Yeddyurappa who was seated near him. BJP National President Amit Shah with BS Yeduyurappa DAVANAGERE: It was a day of embarrassment for , with its national president and Dharwad MP Prahlad Joshi making inadvertent gaffes in public, handing setting off a gleeful deluge on Twitter. Interacting with the media during a tour of Lingayat and Dalit mutts in central , Shah began making allegations against the government. ""Recently, a retired Supreme Court judge said if ever there was a competition for the most corrupt government, then the government will get number one..."" he said, shocking Yeddyurappa who was seated near him.  Party MP Pralhad Joshi immediately leaned over to whisper into Shah's ear: ""Siddaramaiah government."" A stunned Yeddyurappa also reminded Shah that he should have said ""Siddaramaiah government was number one in corruption"".  Realising his gaffe, Shah corrected himself in seconds, "" Arre re...Siddaramaiah government is number one in corruption.""  After Shah, it was the turn of Joshi who ended up wrongly translating Shah's speech from Hindi into Kannada. After Shah launched a attack against CM Siddaramaiah for not doing anything for the SC and ST communities in the state, Joshi translated it as: ""PM Modi did not do anything for the SC/STs.""  Congress was quick to leap on to Shah's faux pas, with Rahul Gandhi tweetting: ""Now that the BJP IT cell has announced Karnataka polls, time for a sneak preview of our top secret campaign video! Gifted to us by the BJP President, our campaign in Karnataka is off to a fabulous start. He says Yeddyurappa ran the most corrupt Govt ever... True"".   In Video:   Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"Textised! : Why suddenly all the BJP alliances have shown their discomfort with the BJP, and started speaking against the BJP? - Quora,

",textise_quora,"   The latest Textise blog post talks about . It would really help if you could complete the polls!  The original page address was https://www.quora.com/Why-suddenly-all-the-BJP-alliances-have-shown-their-discomfort-with-the-BJP-and-started-speaking-against-the-BJP For sharing use http://tinyurl.com/y7h5bm6j Here are some options: | | This page may be out of date.    .   Sign In Quora uses cookies to improve your experience.        Answer Wiki  Answers         This is what is politics all about. There are no friends and enemies forever in politics. TDP has nothing to show to its people of the work done in the last 5 years…so what should be their game plan for the next election, blame the center, which is BJP. Shiv Sena was always vocal about its discontent with BJP, primarily because they wanted some the prime portfolios in the government despite not really having a very good numbers in election. Secondly, BJP had always played a 2nd role in Maharashtra politics, while their partner (Shiv Sena) played the main role, so this role reversal was hard pill to digest for the shiv sena.      Related Questions      Author has answers and answer views   The NDA alliance is like an alliance of cows and buffaloes. When the herd is grazing on pasture, they accomodate each other and believe on peaceful coexistence. While they are engrossed in their own world, they fail to notice the storm building up. When the storm rages in, they give different defensive reactions. If the storm is coming from the west, the cow will start running to the east so that it moves with the storm , alone bearing the pains of speed. The buffalo will not run to east like cow but to the west, towards the direction of storm. This act of them inflicts on them lesser pains. Similarly, the alliance partners are having intuition of building of political storm. They are aligning themselves leaving the Cow plus BJP to activate their defence mechanism while keeping their own alignment in safer angle. The pains will be lesser. Mr Naidu of TDP and Mr Paswan of LJP , has weather radar fixed in their brain. They are old horses. They have survived many storms in past because they followed Buffaloe’s instinct.       promoted  by Scry We’re building a community of people who can predict the future. We are looking for people who can predict the future, possibly better than experts can. Join Us at Scry. You dismissed this ad. The feedback you provide will help us show you more relevant content in the future.      Author has answers and answer views             Author has answers and answer views   If we go by the past the coalitions were there after there was a silent understanding if greed in to loot. Unfortunately thst opportunity did not pan out with the BJP. We have witnessed vast areas where some fundamental changes have had a dramatic restrictions in opportunities to accumulate ill gotten wealth. This may be in defence contracts to supervision of huge grants given to states. The state level politicians who are largely regional satraps are largely riddled with rampant corruption. They have an easy option to blame theur shortcomings on the centre. They think that people are latgely unaware thst most of the state issues are state responsibility. The 2019 election is looming infront and these gangs would like to strike fresh deals to loot. They achieve local emotional support wh is translated into votes that will allow them to hoodwink the same people is a win win for them. If they manage to get a lucence to loot people will vote for them and if they can not strike a deal then they will go breast beating from the roof tops and people will bless them with votes! It is therefore expected thst these regional bands will make noises. It would be nice if people can see that the regional leaders are largely driven by personal greed. It would be interesting to get a view on how these regional satraps have amassed huge fortunes and the source if their lavish lifestyles. Do NOT forget their friends and families while making an assessment. BJP perhaps is not spotless but huge strides have been made in distribution of welfare with far greater transparency than ever witnessed. Licences to exploit the national resources are also more transparent and the defence contracts with far greater emphasis on indigenous production is worth noting. Elitist gangs of greedy Indians are finding all this uncomfortable. It is left to BJP to create greater awareness with evidence in this areas.             It's because they are afraid of becoming extinct in the political scenario. This is one of the most basic rule of politics to never ever allow to grow even your partner on the cost of yours. They are now watching that support of BJP and specially Narendra Modi is increasing even in those areas where once bjp was zero, so they are just trying to counter BJP and secure their vote bank             This is just blackmailing. Naidu has underrated Mr. Modi. Let us workout the arithmetic. Mr. Modi has numbers more than half what is required and the no confidence motion initiated by TDP will only boomerang and actually the BJP was anticipating Naidu ‘ s move. There is no tension in BJP camp. The loser is TDP.           Author has answers and answer views   May be the reason , the BJP alliance parties have shown their discomfort, because they have realised their machinations will not work out with a tough PM like Modi and they would like to try new alliances with other parties, with fond hope that if they come to power with the new alliance, they can achieve all their ulterior motives. Gouraswamy Krishna murthy     View More Related Questions Still have a question? Ask your own! Related Questions                               This text-only page was created by Textise ( ). Copyright Subjunctive Software. Find us on and or visit the .   "
,,
"Textised! : Is corruption growing in the BJP tenure? - Quora,

",textise_quora,"   The latest Textise blog post talks about . It would really help if you could complete the polls!  The original page address was https://www.quora.com/Is-corruption-growing-in-the-BJP-tenure For sharing use http://tinyurl.com/y77hyhgm Here are some options: | | This page may be out of date.    .   Sign In Quora uses cookies to improve your experience.          ad by Scry We’re building a community of people who can predict the future. We are looking for people who can predict the future, possibly better than experts can. Join Us at Scry. You dismissed this ad. The feedback you provide will help us show you more relevant content in the future. Answer Wiki  Answers         Originally Answered:  “Without corruption it's not possible to fight the election”. Not only BJP every political party is corrupt only.Just observe one thing , for one rally of any of the national leader from any party spend a huge money,where that huge money comes from?? I will agree that some political parties gives the details of money spent for rally but that details are not exact. Some times opposite parties,some other leaders pull this matter out but after some days everything will be as usual. This is the second time BJP heading the government in the Indian history.congress has ruled almost 64 years. BJP haven't ruled much as compared to Congress. At the beginning, Congress was also not much corrupted but how days passed the things started to come out. This time The People of India elected BJP with full majority .we have to wait and watch till the end and after that also. How much money spent for advertisement during elections??any idea ?? From Where that huge amount of money comes from ?? Very few people are there they used to donate the money for political party as a party fund in crores . As compared to other party BJP is managing things in a very clever way. And maintained transparency in some of the government departments.also providing good governance as campared to previous governments. Overall I can say that BJP is less corrupted as compared to all other political parties. Thank you.      Related Questions      Author has answers and answer views   Originally Answered:  I have many corruption related questions against Modi government only 10% of the Indian population had been curious to know the truth about; I am not making a case for voting the Congress back to power. Both the BJP and the Congress are equally corrupt. In addition, the BJP is communal and does not believe in freedom of speech or religion, or even your right to eat the food you want to. In all the BJP-ruled states except Goa, the sale and consumption of beef is banned. If only Indian people could be as curious as they are about how Sridevi died? India would have been a very different place..           Author has answers and answer views   I have no reason to say that corruption is growing in the BJP regime. However, I also have no reason to say that corruption is reducing in the BJP regime. The fact is that it was mostly business as usual in old and new regime. The difference of perception is generally due to the fact that there is a considerable time gap between committing an act of corruption and its coming to light. Let’s understand the four phases of corruption. Phase 1: The Pretense of Honesty When a political party or a public servant acquires power, he pretends to be absolutely honest who has been send by God to remove all corruption from his department or the country. In reality, it takes some time for any new party to develop (secret) linkage with the corrupt officers and corrupt businessmen to engage in corruption. In the first phase of his power, he pretends to be extremely honest since he has not yet committed any crime and he has no skeleton in his cupboard. However, by being honest, you can’t raise (illegal) funds for your party or self. Soon a few right people (??) find ways to approach you and you gradually start helping them first for the party and then for yourself. This is the beginning of the second phase. Phase II: Breaking the Codes Once your code is broken, the news spreads (often by these right people) that they can get the work done in the new regime. Soon more and more people start taking their help in getting their work done. Everyone in the business knows the right contacts and wants to use it before others. Your reputation (of corruption) starts spreading quite fast, but still remained only within a limited number of people. Phase III: Spread of Discontentment When you help someone, your action naturally cause harm to someone. If government favours one party, the other party loses naturally, No government can help everyone and satisfy everyone. Hence, the losers in the game want to get even with their rivals and the people in power. They now start gathering evidence so that they can demolish the reputation of the government and kill their rival. They can hope only the new government to help them, because the existing government is now trapped with their partner-in-crime. Phase IV: Spread of the Stink Once the rivals get sufficient evidences, they tip off the opposition parties and media houses and give them the evidences. Soon the mask of the ruling class peels off and the hidden skeletons start tumbling. Everyone is now aware of the real state of affairs. Public start cursing the government and feel cheated and get disillusioned. Opposition parties are rejuvenated because the latest corruption of the present government makes the public forget about the old corruption. They are in business again. This cycle continues till the existing regime is voted out by the people. Then the new game starts with new players.              Originally Answered:  Lets make it more rational….if we divide 10 marks in 10 aspects of a government that is I would give modi ji 7.5 out of 10 for all this 4 year government. So it was all my assessment,every has there own point of view ,this was mine.. thank you           Author has answers and answer views   I can’t say that without any clear evidence (at least unless reported in newspapers). Corruption has become a standard feature in our society and it is only steadily picking up over time. I put the blame at the door step of our polity. As more & more politically influenced/motivated scams come to our notice, we tend to get disillusioned. And we also tend to rationalize ourselves cutting corners. When the example is set by political bosses, why bureaucracy should fight shy? They have their own protection, they buy it. Sometime ago, a sub-registrar told me, “Do you think I will keep all the bribe money you are paying? A good part of it will go up to the revenue minister”. BJP is part of the system. It would be very innocent to assume that it can be different. You either do what everyone else does & survive OR you simply fall by the wayside. There was one particular political party launched in Hyderabad some years ago. It simply could not survive because it had neither the money nor wide public support.              The above data conducted by Transparency International says that India is not able to end corruption in the last decade. It means that we can’t say that the Corruption has being completely rooted out from India, it’s true that we have improved a little bit during this govt tenure but meantime the trend is likely to be reversed when Loksabha polls are nearing. Still we ranks 81 in corruption among the 182 countries which is a concern for Indian Economy.            Originally Answered:  Saying that BJP government was corrupt (while modi was in Gujarat) is definitely wrong. If BJP government were corrupt then there were no chances of Gujarat becoming one of the most developed state in the country. Now the question arises that why Narendra modi was not in favor of appointing a lokayukta in Gujarat. Actually, this action could've effected the image of modi in a negative way (just like a dunce who needs to be supervised and is doubted for doing something wrong). Since 2014 election was about to come, maintaining the image and legacy of modi was a must for the victory of BJP.           Author has answers and answer views   Originally Answered:  Most government entities are corrupt to an extent. They have a lot of power and easy ability to abuse that power. Money can always sway people If I offered you an extremely high amount of money to do something, more than likely you are going to do it even if you don’t agree with it. Everybody has a price tag. That being said, not every government entity is so corrupt that they don’t care about its people. The choice in which entity you choose is the choice between which one you believe is more corrupt or which will hold your interests better.     View More Related Questions Still have a question? Ask your own! Related Questions                               This text-only page was created by Textise ( ). Copyright Subjunctive Software. Find us on and or visit the .   "
,,
"Textised! : Why has the BJP lost the Gorakhpur and Phulpur (Allahabad) bypolls to the Samajwadi Party? - Quora,

",textise_quora,"   The latest Textise blog post talks about . It would really help if you could complete the polls!  The original page address was https://www.quora.com/Why-has-the-BJP-lost-the-Gorakhpur-and-Phulpur-Allahabad-bypolls-to-the-Samajwadi-Party For sharing use http://tinyurl.com/y74v5eyp Here are some options: | | This page may be out of date.    .   Sign In Quora uses cookies to improve your experience.                Answer Wiki  Answers         Originally Answered:  It is a big morale booster for SP and BSP, who are struggling to accumulate decent numbers in the Parliament and State Assembly, in order to stay relevant in politics. SP and BSP alliance may have shaken the confidence of ruling party but it is a timely reminder to BJP as not to underestimate their opposition. This will help them to stay alert in the upcoming elections. The result of the by-polls in Phulpur and Gorakhpur are being discussed much in the media because of the symbolic significance of the constituency. But, if history is any lesson for common man, it can be concluded that in a democracy no leader is invincible, no constituency is lifetime bastion of a particular party. In different context and phase of time, voter choice is subjected to change based on his unfulfilled demands. BJP who has successfully constructed voter base gathered from array of communities belonging to different caste and class lines failed to pay attention to ‘Nishad’ community, an extremely backward caste in the region. SP and BSP alliance mobilized the community against BJP and won the elections. SP and BSP, who are arch rivals in the state of UP for last two decades have successfully managed to test their alliance in these two constituency. But imagine these two parties fighting together against BJP in the upcoming Lok Sabha elections at national level. In my view, both these parties have to trade lot of compromises to sustain their alliance. By-polls could be won with limited financial and human resources, but to arrange resource at the scale of national level, SP and BSP have to work together from today only. They will commit mistake to project the result of this by-poll election with their fate in the upcoming general elections. They shall care to accept the fact that BJP is a star campaigner, supported by best minds in India working 24*7 at the back end to enhance their chances of not winning election but winning with heavy margin. The by-poll result, in my humble opinion is an alarm bell for BJP and a moment of celebration for SP and BSP. Sources: The Indian Express and other news website. View-Personal.      Thank you for your feedback! Your response is private. Is this answer useful? Related Questions      Author has answers and answer views   There are 17 answers to the question , with people raising question mark on selection of candidate for Gorakhpur and insinuating unhappiness of Yogi in selection of candidate and , Anti-incumbency, PM and President of BJP not canvasing and low voter turn out, particularly in Urban areas, etc etc but I have a slightly different take on the election and would like to share my views with the readers. Gorakhpur has been the safest seat for BJP and BJP has been winning the same since 1989, and the last MP Yogi Adityanath has been elected for 5 consecutive terms and was promoted to be CM of the state just 10 months ago. Insinuating that the candidate selected to replace him was not to his liking s raising a question mark on loyalty of Yogi Adityanath towards his party BJP and parent RSS, and is totally against the ethics and propriety as propagated by both these organisation. Anti-incumbency against CM & BJP, anti-incumbency does not come into play on seats like Gorakpur and insinuating there was anti-incumbency against BJP government and CM in the state is odd as the government is not even 1 year old and conventional wisdom says it takes 3 years for anti-incumbency to set in. Gorakhpur is not a seat where PM or BJP president need to canvass , and if PM and BJP president need to canvas extensively in constituency like Gorakhpur then what is definition of safe seat and it raises another question if Gorakhpur need extensive campaigning by them then what about other 542 constituency . Low voter turnout has always been implied as positive by BJP as its cadre and support base is taken as solid and it is said that they always come out and vote and it is generally the cadre and support for the other political parties which is described as FICKLE who do not come out to vote. But BJP lost the election to Gorakhpur seat and what does it implies: a. If BJP can lose a seat like Gorakhpur than anything is possible. every political party should note this as in future there are chances the same can happen to similar seats across board. b. Success tasted by BJP in UP in 2014 and last assembly election was a result of opposition vote getting divided and this bursts the bubble of popularity and acceptance. c. The social engineering affected by SP+BSP coalition has potency to displace the BJP apple cart in future. d. If there is credible opposition candidate who has chance to win , voters will vote in their favor. e. The good governance and so called changes being affected by BJP government is again a BUBBLE which got punctured. f. The brushing aside of issues and painting everything as hunky dory , taking criticism personally , using un-parliamentary innuendos , trying to name & shame opponents , trying to create a polity as we and them etc has shelf life and such efforts are reaching their expiring dates. g. In near history it has happened for the first time that Ruling party has lost by elections to the seats vacated by both its CM and Deputy CM within a year of coming to power. h. The sheen of Invincibility on BJP has started coming off and a dent to TINA( There is no alternative) has been made and the election since Gurdaspur by poll are pointing towards the same. i. Economic distress, unhappy middle class, unnecessary social stress, communal overtones , propensity to preach and order, dearth of meaningful dialogue and discussions in public discourse, putting self on high pedestal and looking down on everything and everybody , silence on contentious issues, instigating citizens against each other etc can be few reasons why Urban voters largely remained indifferent to polls. How these elections should be read? It is my opinion that its still early days to read too much into the results, except it opens new possibilities, and there are opportunities for opposition to explore and exploit, and chances are that the talk of preponing general election with state elections to Rajasthan/MP will be more subdued. The economic distress because of failure of demonetization and erratic implementation of GST and constant overlooking of middle class interest along with FARM distress are a reality and is affecting people , The propaganda for positive change/good governance/new India is a bubble and waiting to BURST. We live in democracy and in parliamentary democracy alternates are found and elected and the popularity of a leader and TINA are reasons generally articulated by dictatorships and in parliamentary democracy a party should win largest seats to form a government and there are chances that alternates to many sitting members are found in 2019 and NDA …..              I'm living in gorakhpur since birth so I can surely answer this. Firstly, only 47% voting happened in by elections than usual 55%-65% at time of general elections. The city is main base of BJP gorakhpur and voting here was meagre 30%( that too in Muslim ghettos), the middle class lacked enthusiasm to vote and took it for granted. So, this low voting had already written the script of defeat, still it was a close contest. Secondly, Nishads are the highest in terms of caste nos. in gorakhpur and the coalition of SP BSP and NISHAD concentrated all the casteist votes in their favour. Thirdly, this time Yogi was busy mostly in Tripura ( it has 30% Nath population) for campaign and adequate time wasn't given here. But development works are going all around the city. There is no anti-incumbency or people's mood against BJP( although some may be unhappy but not to that context) otherwise it wouldn't have performed so well in local elections about a month ago. It has just been a case people didn't come out to vote. Remember even 2014 general elections were won by BJP when voting percentage was about 65% . Edit: As I said, BJP got 55% votes in the city which is the main bastion of Yogi, but overall voting percentage in city was too low, eventually the main reason for Bjp's loss. Casteist stronghold too helped the coalition of sp-bsp…….and whatever the news media likes of Ravish Kumar (who was doing Naukri series when bjp won 3 North East states but gave full primetime analysis to by-election) and others say I can tell you people don't give a damn about it. The bastion is still intact. And people who say that hospital tragedy created effect, I can tell you for last 15 years I've been reading Dainik jagran and it is many times seen on 5th page that so and so no. of children died due to encephalitis in medical college. People have become habitual of such news. Just read the stats in case you want to know. Edit2: As I have talked to few more people then I came to know that some people of PASWAN community were not happy for the stringent actions being taken against BJP MP Kamlesh Paswan and that led to some shift of votes, although he was from same party. Also people are unhappy about the rising prices of construction materials as Yogiji had put an end on illegal mining. Also this year there was strictness in board exams and as a result 1.5 MILLION students left the exam. So, a quite portion of electorate didn't take well the idea of good governance too. Hope they get to know better next year.      Thank you for your feedback! Your response is private. Is this answer useful?      Author has answers and answer views   Reasons To Lose Gorakhpur & Allahabad: Candidate + Anti-incumbency: The BJP candidate was not of Yogi Adityanath’s choice and thus his followers from Gorakhpur (Hindus & Muslims both) did not vote in these by-polls. This resulted in the lower voter turnout since people were ready to take a chance after 28 years to vote for a non-BJP candidate in such situation. On the other hand, SP-BSP were in a do or die situation and thus they put extra efforts. Their supporters were keen to go out and vote for this alliance. Thus, most of the 48% people who voted were from the anti-BJP group. Absence of Amit Shah and Modi: Modi and Amit Shah were not very much keen to involve themselves personally into these by-poll elections. This resulted in the division of votes to various parties and BJP supporters to not vote. In fact, if you look at the by-polls all over the country BJP does not seems serious about them. Target of BJP is to win Assembly / General elections. What I think is that through by-polls BJP reads the strategy of the opposition parties and then use it in the main elections to prepare itself. Poor and Lower Income Group: This section of society lacks basic needs and they hardly receives the benefits given by the government. They are unaware of various schemes launched by the government and do not have sources / mediums to communicate with the government. This results in division of votes. When Modi and Amit Shah does all the rallies, they attract a lot of crowd and votes are shifted to BJP. SP-BSP Alliance: It was evident that SP will join hands with BSP after a failed trial with Congress. SP & BSP both are more of regional parties with lesser presence out side the state. They had to get together for their survival and they did. This partnership shifted the votes of Yadavs, OBCs, Muslims & Dalits to one side. Attitute of People: In a state where around 15 lakh students do not appear for Board Exams just because cheating was not allowed, what do you expect from them, to vote for development or vote for Cast and Religion? People of UP are still very much interested in Cast and religion based politics. They are happy with a leader of their own cast at the cost of development and growth. Point to be noted: While this might have bring some happiness for SP & BSP, they should not take it for granted assuming that people are getting sick of BJP or Modi. People of India are currently under experiment mode. They do not mind to have some local or other parties than BJP at root level but they would still prefer BJP for the central government. This is evident from the fact that Congress did really bad in these by-polls as well. Well nothing else was expected from it either. When it comes to Loksabha elections at national level, Indians would still prefer BJP to any opposition party because the base of SP & BSP is not very strong in other states and they are sick of Congress totally. A united opposition will also not help them to win because an alliance with Congress means suicide for any political party and then there is no other leader in opposition than Rahul Gandhi who would have a recognized face all over India. BJP, on the other hand, should see the bell ringing. It should not take people of India granted. The present government is trying very hard towards the nation’s growth but most of the Indians are middle and below middle class. They are more concerned about the current issues and problems rather than to care for the future of India or of their children. BJP should not go very strict towards it policies and must keep in mind that a healthy India in future is possible only when people are ready to change. The current government should not just bring new policies but also try to change the “typical Indian mindset” and merely advertising to give up LPG subsidy is not enough. Government have to take it to a new level and should try to involve as many people as possible in its schemes and activities so that we know first hand that what are the changes required, why are they important and how it should be done.             Author has answers and answer views   BJP vote share in Gorakhpur in 2017 assembly election was 42% and SP BSP combined vote share exceeded 50%. So if SB-BSP combine by itself will win if vote share stayed at same level. This time Congress lost deposit. It means most of congress votes could also have transferred to the combine. When SP-BSP combined they seale the fate of BJP. Even in general elections congress is fond of calling BJP 31% vote share Govt. So if all anti-Modi factions get together come together BJP will lose power on paper. That it has taken opposition 4 years to realize shows lack of strategy on their part. They will likely fall apart on the question of leadership, as congress will claim as their birth right. However, some parties has poor taste of association with congress. I believe, presently, only Sharad Pawar can act as glue as he is a good strategist. Unfortunately, he heads very small party. Another person is Chandrababu Naidu till recently BJP ally and will be kin to take revenge for alleged humiliation he suffered.But his political birth is on account of strong anti-congress feelings in Andhra. Possibly, leadership will be shared.       Thank you for your feedback! Your response is private. Is this answer useful?      Author has answers and answer views   I am BJP supporter and I will accept verdict of people. I am not going to say that we had a moral victory or something that sort of. I believe that the BJP lost due to following reasons : I think this losses would help BJP to be more serious and formulate a strategy to counter SP+BSP. This bypolls also proved that no one in India has the power to face BJP alone. But I would suggest that Rahul Gandhi should not be happy at all as his party lost deposits in both seats and it can dash his hopes to be PM as the regional parties are growing but his party has lost across India. RSS, VHP and BJP voters should also not be over confident over BJP's victory all the times and they should go out and vote. Image Source : HT.             Author has answers and answer views         Thank you for your feedback! Your response is private. Is this answer useful?      Author has answers and answer views   This result is the combination of multiple factors such as,      View More Related Questions Still have a question? Ask your own! Related Questions                               This text-only page was created by Textise ( ). Copyright Subjunctive Software. Find us on and or visit the .   "
,,
